GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Column1
URN:CornellLabOfOrnithology:EBIRD:OBS571589224,1/27/2018 11:58,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery County,L6783218,P,32.217085,-86.399918,1/27/2018,10:31:00 AM,obsr149224,S42274635,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565039155,1/7/2018 13:36,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"I-85 N, Montgomery US-AL (32.3607,-86.2335)",L6683208,P,32.360701,-86.233536,1/7/2018,12:22:00 PM,obsr638238,S41712596,Traveling,P22,EBIRD,14,24.14,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563922715,1/4/2018 14:18,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Goodwyn Middle School, Montgomery US-AL (32.3804,-86.2415)",L6666575,P,32.38044,-86.241509,1/4/2018,1:04:00 PM,obsr665305,S41618771,Traveling,P22,EBIRD,14,2.164,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570778448,1/24/2018 14:36,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Jackson Ferry Road,L6770691,P,32.4370618,-86.3125634,1/4/2018,9:53:00 AM,obsr231506,S42206979,Traveling,P22,EBIRD,17,1.609,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563746846,1/3/2018 23:09,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Wasden Lane, Montgomery, Alabama, US (32.271, -86.355)",L6663874,P,32.2709192,-86.3551204,1/3/2018,9:15:00 AM,obsr130801,S41603246,Traveling,P22,EBIRD,1,0.515,,2,1,G2836858,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563760538,1/3/2018 23:09,4686.5,domestic,Rock Pigeon,Columba livia,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Wasden Lane, Montgomery, Alabama, US (32.271, -86.355)",L6663874,P,32.2709192,-86.3551204,1/3/2018,9:15:00 AM,obsr665305,S41604314,Traveling,P22,EBIRD,1,0.515,,2,1,G2836858,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758799,1/9/2018 21:54,259,species,Ross's Goose,Anser rossii,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"8365 Mobile Highway, Hope Hull, Alabama, US (32.251, -86.347)",L6656434,P,32.2506894,-86.3466056,1/2/2018,3:38:00 PM,obsr665305,S41604208,Stationary,P21,EBIRD,9,,,2,1,G2836810,1,1,0,,,"Green-gray base of bill, straight where it joins face. With larger Canada Geese.",
URN:CornellLabOfOrnithology:EBIRD:OBS563268654,1/9/2018 21:54,259,species,Ross's Goose,Anser rossii,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"8365 Mobile Highway, Hope Hull, Alabama, US (32.251, -86.347)",L6656434,P,32.2506894,-86.3466056,1/2/2018,3:38:00 PM,obsr130801,S41561749,Stationary,P21,EBIRD,9,,,2,1,G2836810,1,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566010156,1/10/2018 12:27,259,species,Ross's Goose,Anser rossii,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Gateway Park,L6697285,P,32.3358796,-86.3267469,1/3/2018,11:50:00 AM,obsr231506,S41794221,Traveling,P22,EBIRD,10,0.322,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570778455,1/24/2018 14:36,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Jackson Ferry Road,L6770691,P,32.4370618,-86.3125634,1/4/2018,9:53:00 AM,obsr231506,S42206979,Traveling,P22,EBIRD,17,1.609,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563333657,1/3/2018 22:54,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr130801,S41567526,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563085719,1/2/2018 9:30,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Powder Magazine Park,L662313,H,32.3819367,-86.3316554,1/2/2018,7:18:00 AM,obsr670353,S41545128,Traveling,P22,EBIRD,71,3.042,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566188174,1/10/2018 21:58,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/10/2018,9:20:00 AM,obsr940190,S41808890,Stationary,P21,EBIRD,40,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563337308,1/3/2018 16:14,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Maxwell AFB, Ala",L6657502,P,32.3849212,-86.3452243,1/2/2018,8:50:00 AM,obsr670353,S41567802,Traveling,P22,EBIRD,269,17.236,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS567177477,1/13/2018 22:43,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/13/2018,1:40:00 PM,obsr940190,S41887088,Stationary,P21,EBIRD,40,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563156907,1/3/2018 22:59,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oak Park,L2612975,H,32.3692002,-86.2869912,1/2/2018,11:12:00 AM,obsr130801,S41551303,Traveling,P22,EBIRD,12,1.963,,2,1,G2836782,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563226615,1/9/2018 21:47,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)",L6655649,P,32.3118441,-86.281822,1/2/2018,1:59:00 PM,obsr130801,S41557786,Traveling,P22,EBIRD,18,0.386,,2,1,G2836796,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758208,1/9/2018 21:47,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)",L6655649,P,32.3118441,-86.281822,1/2/2018,1:59:00 PM,obsr665305,S41604148,Traveling,P22,EBIRD,18,0.386,,2,1,G2836796,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757789,1/3/2018 22:59,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oak Park,L2612975,H,32.3692002,-86.2869912,1/2/2018,11:12:00 AM,obsr665305,S41604109,Traveling,P22,EBIRD,12,1.963,,2,1,G2836782,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563302722,1/2/2018 18:14,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Montgomery, Alabama, US (32.389, -86.289)",L6657002,P,32.3889823,-86.2889358,1/2/2018,4:03:00 PM,obsr670353,S41564920,Traveling,P22,EBIRD,69,4.603,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563148348,1/9/2018 21:46,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr130801,S41550556,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757406,1/6/2018 18:34,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr665305,S41604072,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563135916,1/6/2018 18:34,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr130801,S41549538,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563256239,1/3/2018 16:12,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr35725,S41560657,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758944,1/3/2018 23:04,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr665305,S41604213,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757536,1/9/2018 21:46,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr665305,S41604088,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,Montgomery AL Christmas Bird Count,,
URN:CornellLabOfOrnithology:EBIRD:OBS563268476,1/3/2018 23:04,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr130801,S41561733,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563461863,1/3/2018 16:12,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr228192,S41578277,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS566344000,1/11/2018 13:40,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,US-AL-Pike Road-36064 - 32.3376x-85.9999,L5804136,P,32.337622,-85.99994,1/11/2018,12:21:00 PM,obsr231506,S41821507,Traveling,P22,EBIRD,19,0.805,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563383183,1/3/2018 16:12,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr136097,S41571405,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563111016,1/6/2018 18:32,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,8,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)",L6653584,P,32.3110495,-86.2963573,1/2/2018,8:54:00 AM,obsr130801,S41547367,Traveling,P22,EBIRD,39,1.448,,2,1,G2836769,1,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563461806,1/3/2018 8:33,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr228192,S41578271,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563253783,1/2/2018 16:22,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)",L6656182,P,32.3929102,-86.3889303,1/2/2018,1:38:00 PM,obsr670353,S41560404,Traveling,P22,EBIRD,104,5.761,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757129,1/6/2018 18:32,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,8,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)",L6653584,P,32.3110495,-86.2963573,1/2/2018,8:54:00 AM,obsr665305,S41604043,Traveling,P22,EBIRD,39,1.448,,2,1,G2836769,1,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563383235,1/2/2018 22:08,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr136097,S41571407,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS571610545,1/27/2018 15:19,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Waugh Park,L2063613,H,32.35617,-86.0475,1/27/2018,10:52:00 AM,obsr35725,S42276380,Traveling,P22,EBIRD,41,0.483,,1,1,,0,1,0,,Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756635,1/3/2018 22:54,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr665305,S41603999,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563269487,1/2/2018 22:08,21939,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr35725,S41561819,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS562803275,1/1/2018 17:20,567,species,Ruddy Duck,Oxyura jamaicensis,,,8,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"238 Mason Mill Rd, Pike Road US-AL (32.3353,-86.0397)",L6649515,P,32.335318,-86.039662,1/1/2018,4:17:00 PM,obsr665305,S41522591,Traveling,P22,EBIRD,5,0.3,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570780867,1/24/2018 14:46,567,species,Ruddy Duck,Oxyura jamaicensis,,,7,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/5/2018,2:40:00 PM,obsr231506,S42207187,Stationary,P21,EBIRD,35,,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS562763109,1/1/2018 16:17,567,species,Ruddy Duck,Oxyura jamaicensis,,,8,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/1/2018,3:11:00 PM,obsr665305,S41518908,Stationary,P21,EBIRD,6,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565036960,1/7/2018 13:31,567,species,Ruddy Duck,Oxyura jamaicensis,,,25,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/7/2018,12:14:00 PM,obsr35725,S41712398,Stationary,P21,EBIRD,15,,,1,1,,0,1,0,,Weather filtered sun through thin overcast and cool; temp 50 F. Stopped along road with scope noting all birds detected.,,
URN:CornellLabOfOrnithology:EBIRD:OBS566336585,1/11/2018 13:15,567,species,Ruddy Duck,Oxyura jamaicensis,,,33,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/11/2018,12:08:00 PM,obsr665305,S41820839,Traveling,P22,EBIRD,7,0.605,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS569905073,1/21/2018 16:15,567,species,Ruddy Duck,Oxyura jamaicensis,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1 Bridge St, Pike Road US-AL (32.3371,-86.0335)",L6758995,P,32.337142,-86.033541,1/21/2018,3:12:00 PM,obsr665305,S42134213,Stationary,P21,EBIRD,4,,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS568540413,1/20/2018 18:48,567,species,Ruddy Duck,Oxyura jamaicensis,,,45,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/17/2018,3:36:00 PM,obsr35725,S42007257,Stationary,P21,EBIRD,11,,,1,1,,0,1,0,,Weather sunny and cold with a moderate NW wind over a snowy landscape; temp 29 F. Stopped along road noting all birds detected. With Ethan Soehren.,,
URN:CornellLabOfOrnithology:EBIRD:OBS565027325,1/7/2018 13:11,567,species,Ruddy Duck,Oxyura jamaicensis,,,182,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Lake Cameron,L2521696,H,32.350288,-86.0243332,1/7/2018,11:41:00 AM,obsr35725,S41711548,Traveling,P22,EBIRD,22,1.081,,1,1,,0,1,0,,"Weather filtered sunny through a thin overcast, breezy and cool; temp 48 F. Drove road along lakeshore stopping intermittently noting all birds detected.",,
URN:CornellLabOfOrnithology:EBIRD:OBS565159025,1/7/2018 17:26,567,species,Ruddy Duck,Oxyura jamaicensis,,,64,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"155 Waters View Dr, Pike Road US-AL (32.3487,-86.0304)",L6685117,P,32.348697,-86.030432,1/7/2018,4:01:00 PM,obsr665305,S41722959,Traveling,P22,EBIRD,24,2.961,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS562779314,1/1/2018 16:43,567,species,Ruddy Duck,Oxyura jamaicensis,,,33,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Lake Cameron,L2521696,H,32.350288,-86.0243332,1/1/2018,3:20:00 PM,obsr665305,S41520448,Traveling,P22,EBIRD,22,4.28,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563075363,1/3/2018 22:54,567,species,Ruddy Duck,Oxyura jamaicensis,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,7:40:00 AM,obsr130801,S41544185,Traveling,P22,EBIRD,14,1.191,,2,1,G2836757,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563269836,1/3/2018 23:02,567,species,Ruddy Duck,Oxyura jamaicensis,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"6533 Norman Bridge Road, Montgomery, Alabama, US (32.257, -86.302)",L6656467,P,32.2567792,-86.3021781,1/2/2018,2:35:00 PM,obsr130801,S41561852,Stationary,P21,EBIRD,7,,,2,1,G2836802,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758433,1/3/2018 23:02,567,species,Ruddy Duck,Oxyura jamaicensis,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"6533 Norman Bridge Road, Montgomery, Alabama, US (32.257, -86.302)",L6656467,P,32.2567792,-86.3021781,1/2/2018,2:35:00 PM,obsr665305,S41604172,Stationary,P21,EBIRD,7,,,2,1,G2836802,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563268470,1/3/2018 23:04,567,species,Ruddy Duck,Oxyura jamaicensis,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr130801,S41561733,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758938,1/3/2018 23:04,567,species,Ruddy Duck,Oxyura jamaicensis,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr665305,S41604213,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756544,1/3/2018 22:54,567,species,Ruddy Duck,Oxyura jamaicensis,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,7:40:00 AM,obsr665305,S41603994,Traveling,P22,EBIRD,14,1.191,,2,1,G2836757,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS569925972,1/22/2018 10:36,567,species,Ruddy Duck,Oxyura jamaicensis,,,65,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1 Bridge St, Pike Road US-AL (32.3468,-86.0327)",L6759321,P,32.346813,-86.032711,1/21/2018,3:17:00 PM,obsr665305,S42135877,Traveling,P22,EBIRD,40,5.504,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565144370,1/7/2018 16:59,567,species,Ruddy Duck,Oxyura jamaicensis,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/7/2018,3:49:00 PM,obsr665305,S41721631,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566333423,1/11/2018 13:03,567,species,Ruddy Duck,Oxyura jamaicensis,,,125,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Dam on Lake Cameron back to highway, Pike Road, AL  36064, Pike Road US-AL (32.3561,-86.0182)",L6620960,P,32.356063,-86.018177,1/11/2018,11:49:00 AM,obsr665305,S41820566,Traveling,P22,EBIRD,14,1.611,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566325980,1/11/2018 12:39,567,species,Ruddy Duck,Oxyura jamaicensis,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"117–265 Mason Mill Rd, Pike Road US-AL (32.3345,-86.0385)",L6702039,P,32.33445,-86.038452,1/11/2018,11:33:00 AM,obsr665305,S41820015,Traveling,P22,EBIRD,6,0.311,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566012940,1/10/2018 12:37,567,species,Ruddy Duck,Oxyura jamaicensis,,,12,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/3/2018,1:00:00 PM,obsr231506,S41794465,Stationary,P21,EBIRD,5,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563196078,1/3/2018 22:59,8924,species,Rufous Hummingbird,Selasphorus rufus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"2718 Windsor Avenue, Montgomery, Alabama, US (32.385, -86.272)",L6655056,P,32.3852226,-86.2716158,1/2/2018,12:14:00 PM,obsr130801,S41554809,Stationary,P21,EBIRD,47,,,2,1,G2836784,0,1,1,,,Continuing ,
